order_id,customer_id,region,order_date,product_category,amount,quantity,status
ORD-00429,5934,West,Nov 16 2024,Sports,464.67,9,completed
ORD-00430,2117,South,Apr 04 2024,Home,41.08,9,completed
ORD-00431,6424,East,05/12/2024,Food,204.69,4,pending
ORD-00432,2879,East,2024-11-28,Home,311.05,4,returned
ORD-00433,7248,North,15/12/2024,Home,308.78,5,completed
ORD-00434,9426,West,21/09/2024,Home,,1,completed
ORD-00435,9814,North,2024-02-19,Electronics,449.65,4,returned
ORD-00436,9810,West,2024-02-23,Electronics,316.61,3,completed
ORD-00437,5127,North,2024-01-28,Sports,232.32,4,completed
ORD-00438,7381,North,2024-06-10,Sports,206.78,1,returned
ORD-00439,2189,East,Jan 24 2024,Sports,361.54,2,completed
ORD-00440,7473,North,12/08/2024,Home,394.51,3,completed
ORD-00441,3360,East,06/10/2024,Food,113.83,1,completed
ORD-00442,7456,North,Oct 20 2024,Food,438.01,4,pending
ORD-00443,3333,South,Nov 26 2024,Clothing,372.01,4,completed
ORD-00444,9992,West,2024-10-17,Sports,418.2,2,completed
ORD-00445,6420,East,24/10/2024,Clothing,337.48,4,completed
ORD-00446,6379,East,05/09/2024,Sports,146.14,3,completed
ORD-00447,6131,South,2024-03-27,Clothing,285.6,7,completed
ORD-00448,8296,East,02/09/2024,Food,420.85,8,completed
ORD-00449,9824,South,2024-05-23,Food,58.87,2,returned
ORD-00450,1511,West,Sep 16 2024,Sports,,4,completed
ORD-00451,3435,East,Aug 29 2024,Home,278.04,4,pending
ORD-00452,2483,West,Sep 13 2024,Food,296.85,9,completed
ORD-00453,3717,South,Nov 10 2024,Home,333.03,3,completed
ORD-00454,8921,East,Mar 15 2024,Electronics,285.35,4,pending
ORD-00455,4387,East,Jan 22 2024,Home,246.38,8,completed
ORD-00456,2691,East,28/11/2024,Food,,10,completed
ORD-00457,2275,East,Oct 27 2024,Home,287.23,4,completed
ORD-00458,1108,South,Sep 03 2024,Home,205.89,3,completed
ORD-00459,6934,North,2024-04-05,Clothing,43.16,7,completed
ORD-00460,3641,West,Apr 17 2024,Electronics,361.53,4,completed
ORD-00461,3406,North,2024-09-19,Clothing,68.3,5,completed
ORD-00462,5644,North,2024-11-22,Clothing,260.74,8,completed
ORD-00463,3338,South,Jul 29 2024,Sports,496.42,9,completed
ORD-00464,2127,South,Nov 01 2024,Home,88.02,7,completed
ORD-00465,7877,South,Sep 15 2024,Sports,58.74,2,completed
ORD-00466,2925,North,Sep 29 2024,Home,240.56,3,completed
ORD-00467,8069,West,Dec 13 2024,Food,,1,returned
ORD-00468,2600,West,14/07/2024,Clothing,267.26,5,completed
ORD-00469,7695,East,Nov 02 2024,Clothing,384.1,1,returned
ORD-00470,9515,North,2024-09-24,Home,,4,returned
ORD-00471,5155,East,Aug 06 2024,Sports,403.12,7,completed
ORD-00472,8904,South,14/04/2024,Food,185.99,9,completed
ORD-00473,3262,North,27/12/2024,Clothing,244.46,8,returned
ORD-00474,1852,South,Jun 22 2024,Home,474.88,1,completed
ORD-00475,5310,South,2024-02-15,Food,412.51,2,completed
ORD-00476,9536,East,Nov 10 2024,Sports,23.69,1,pending
ORD-00477,9489,East,Apr 13 2024,Clothing,411.01,1,completed
ORD-00478,6893,South,2024-12-11,Electronics,257.72,3,completed
ORD-00479,4281,North,21/07/2024,Electronics,498.42,2,completed
ORD-00480,5530,South,27/06/2024,Sports,145.82,4,completed
ORD-00481,2744,North,Jul 27 2024,Sports,465.21,5,completed
ORD-00482,5098,West,Oct 02 2024,Home,473.77,10,completed
ORD-00483,8548,North,Aug 22 2024,Home,386.13,2,completed
ORD-00484,4767,East,Dec 12 2024,Home,38.44,6,completed
ORD-00485,7536,East,2024-05-27,Electronics,270.15,9,completed
ORD-00486,4115,West,2024-05-17,Clothing,240.89,4,returned
ORD-00487,6833,South,May 07 2024,Electronics,124.82,2,completed
ORD-00488,8901,East,2024-10-04,Sports,339.53,6,completed
ORD-00489,3996,East,20/05/2024,Home,449.57,4,pending
ORD-00490,1533,East,Sep 01 2024,Home,290.45,3,completed
ORD-00491,1193,South,2024-12-18,Home,488.37,10,completed
ORD-00492,4885,East,07/10/2024,Home,166.09,10,completed
ORD-00493,6981,West,24/12/2024,Food,186.13,8,completed
ORD-00494,5422,South,Feb 21 2024,Sports,287.85,7,completed
ORD-00495,3893,West,2024-08-30,Home,102.05,3,returned
ORD-00496,1781,West,02/06/2024,Electronics,260.92,3,completed
ORD-00497,6483,East,19/02/2024,Food,111.66,6,completed
ORD-00498,6752,South,2024-07-29,Sports,280.96,10,returned
ORD-00499,9363,West,30/06/2024,Home,326.32,2,completed
ORD-00500,6527,West,Mar 26 2024,Sports,308.76,10,completed
